"","Email_ID","Email_Status"
"128","EMA00081020230370","0"
"129","EMA00081020322990","0"
"130","EMA00081020439740","0"
"131","EMA00081020487100","0"
"132","EMA00081020578830","0"
"133","EMA00081020597120","0"
"134","EMA00081020903300","0"
"135","EMA00081021100820","0"
"136","EMA00081021240540","0"
"137","EMA00081021310560","0"
"138","EMA00081021665400","0"
"139","EMA00081021833810","0"
"140","EMA00081021927410","0"
"141","EMA00081022015790","0"
"142","EMA00081022068260","0"
"143","EMA00081022115550","0"
"144","EMA00081022518990","0"
"145","EMA00081022525420","0"
"146","EMA00081022529390","0"
"147","EMA00081022563200","0"
"148","EMA00081022665100","0"
"149","EMA00081022706700","0"
"150","EMA00081022726270","0"
"151","EMA00081022844820","0"
"152","EMA00081022891070","0"
"153","EMA00081022936890","0"
"154","EMA00081023351060","0"
"155","EMA00081023520910","0"
"156","EMA00081023667880","0"
"157","EMA00081023761370","0"
"158","EMA00081023839320","1"
"159","EMA00081023982180","0"
"160","EMA00081024380420","0"
"161","EMA00081024516370","0"
"162","EMA00081024536260","0"
"163","EMA00081024806650","0"
"164","EMA00081025056620","0"
"165","EMA00081025353610","0"
"166","EMA00081025367690","0"
"167","EMA00081025409990","0"
"168","EMA00081025427960","0"
"169","EMA00081025447360","0"
"170","EMA00081025712170","0"
"171","EMA00081025769030","0"
"172","EMA00081025965880","0"
"173","EMA00081026074370","0"
"174","EMA00081026560900","1"
"175","EMA00081026600310","0"
"176","EMA00081026604590","0"
"177","EMA00081026883470","0"
"178","EMA00081027037030","0"
"179","EMA00081027356390","0"
"180","EMA00081027426500","0"
"181","EMA00081027611290","0"
"182","EMA00081027615600","0"
"183","EMA00081027646570","0"
"184","EMA00081027658350","0"
"185","EMA00081027742960","0"
"186","EMA00081027888690","0"
"187","EMA00081027964770","0"
"188","EMA00081027974390","0"
"189","EMA00081028341840","0"
"190","EMA00081028346750","0"
"191","EMA00081028379520","0"
"192","EMA00081028527340","0"
"193","EMA00081028619960","0"
"194","EMA00081028700200","0"
"195","EMA00081028860700","1"
"196","EMA00081029211570","0"
"197","EMA00081029263320","0"
"198","EMA00081029294300","0"
"199","EMA00081029555170","0"
"200","EMA00081029603120","0"
"201","EMA00081029808510","0"
"202","EMA00081029974560","0"
"203","EMA00081030047550","0"
"204","EMA00081030050370","0"
"205","EMA00081030422380","0"
"206","EMA00081030497050","0"
"207","EMA00081030596650","0"
"208","EMA00081030637090","0"
"209","EMA00081030741790","0"
"210","EMA00081030869800","1"
"211","EMA00081030893120","0"
"212","EMA00081030990620","0"
"213","EMA00081031119060","0"
"214","EMA00081031161910","0"
"215","EMA00081031271710","0"
"216","EMA00081031554960","0"
"217","EMA00081031555710","0"
"218","EMA00081031562640","0"
"219","EMA00081031605720","0"
"220","EMA00081031630010","0"
"221","EMA00081031809020","0"
"222","EMA00081031831150","0"
"223","EMA00081032285020","0"
"224","EMA00081032320790","0"
"225","EMA00081032670470","1"
"226","EMA00081033033170","0"
"227","EMA00081033105680","0"
"228","EMA00081033121870","0"
"229","EMA00081033539250","0"
"230","EMA00081033689460","0"
"231","EMA00081033739690","0"
"232","EMA00081033752060","0"
"233","EMA00081033761460","0"
"234","EMA00081034272710","0"
"235","EMA00081034302110","1"
"236","EMA00081034563550","1"
"237","EMA00081034635550","0"
"238","EMA00081034984460","0"
"239","EMA00081035142330","0"
"240","EMA00081035237060","0"
"241","EMA00081035445650","0"
"242","EMA00081035460590","0"
"243","EMA00081035794400","0"
"244","EMA00081035885520","1"
"245","EMA00081036100870","0"
"246","EMA00081036289040","0"
"247","EMA00081036358940","0"
"248","EMA00081036378790","0"
"249","EMA00081036399820","0"
"250","EMA00081036412060","0"
"251","EMA00081036431960","0"
"252","EMA00081036515870","0"
"253","EMA00081036570670","0"
"254","EMA00081036583690","0"
"255","EMA00081037072680","0"
"256","EMA00081037745150","0"
"257","EMA00081037782440","0"
"258","EMA00081037821020","0"
"259","EMA00081037854360","0"
"260","EMA00081037977750","0"
"261","EMA00081038284690","0"
"262","EMA00081038323230","0"
"263","EMA00081038364100","0"
"264","EMA00081038382670","0"
"265","EMA00081038594870","0"
"266","EMA00081038915960","0"
"267","EMA00081039043180","0"
"268","EMA00081039377620","0"
"269","EMA00081039512490","0"
"270","EMA00081039772760","0"
"271","EMA00081039782920","0"
"272","EMA00081039865090","0"
"273","EMA00081040102930","0"
"274","EMA00081040271640","0"
"275","EMA00081040298210","0"
"276","EMA00081040454160","0"
"277","EMA00081040510420","0"
"278","EMA00081040513320","0"
"279","EMA00081040822660","0"
"280","EMA00081040992040","0"
"281","EMA00081041083470","0"
"282","EMA00081041113240","0"
"283","EMA00081041137690","0"
"284","EMA00081041148870","0"
"285","EMA00081041253130","0"
"286","EMA00081041418870","1"
"287","EMA00081041441080","0"
"288","EMA00081041448980","0"
"289","EMA00081041512330","0"
"290","EMA00081041521580","0"
"291","EMA00081041564230","0"
"292","EMA00081041621360","0"
"293","EMA00081041730470","1"
"294","EMA00081041805690","0"
"295","EMA00081041978010","0"
"296","EMA00081042002230","0"
"297","EMA00081042178510","0"
"298","EMA00081042257100","0"
"299","EMA00081042446130","1"
"300","EMA00081042485040","0"
"301","EMA00081042504420","0"
"302","EMA00081042589010","0"
"303","EMA00081042750700","0"
"304","EMA00081042962650","0"
"305","EMA00081043102140","0"
"306","EMA00081043112290","0"
"307","EMA00081043129900","0"
"308","EMA00081043193130","0"
"309","EMA00081043239940","0"
"310","EMA00081043356850","0"
"311","EMA00081043423570","0"
"312","EMA00081043785950","0"
"313","EMA00081043840190","0"
"314","EMA00081044162840","0"
"315","EMA00081044254130","0"
"316","EMA00081044386280","0"
"317","EMA00081044597390","0"
"318","EMA00081044799100","0"
"319","EMA00081044878330","0"
"320","EMA00081044907650","0"
"321","EMA00081044957790","0"
"322","EMA00081045122440","0"
"323","EMA00081045322020","0"
"324","EMA00081045342920","0"
"325","EMA00081045616700","0"
"326","EMA00081045768080","0"
"327","EMA00081046323000","0"
"328","EMA00081046398450","0"
"329","EMA00081046495790","0"
"330","EMA00081046593090","0"
"331","EMA00081046749870","0"
"332","EMA00081046800900","0"
"333","EMA00081046906380","0"
"334","EMA00081046909390","0"
"335","EMA00081047201170","0"
"336","EMA00081047207030","0"
"337","EMA00081047478510","0"
"338","EMA00081047851950","0"
"339","EMA00081048080290","0"
"340","EMA00081048157820","0"
"341","EMA00081048267240","0"
"342","EMA00081048283410","0"
"343","EMA00081048323930","0"
"344","EMA00081048353370","0"
"345","EMA00081048479890","0"
"346","EMA00081048602520","0"
"347","EMA00081048627690","0"
"348","EMA00081048635800","0"
"349","EMA00081048672420","0"
"350","EMA00081049192350","0"
"351","EMA00081049588610","0"
"352","EMA00081049592430","0"
"353","EMA00081049604080","0"
"354","EMA00081049646520","0"
"355","EMA00081049656420","0"
"356","EMA00081049677810","0"
"357","EMA00081050065410","0"
"358","EMA00081050085480","0"
"359","EMA00081050204300","0"
"360","EMA00081050225670","0"
"361","EMA00081050276500","0"
"362","EMA00081050537100","0"
"363","EMA00081050545300","0"
"364","EMA00081050654590","0"
"365","EMA00081050893420","0"
"366","EMA00081050993030","0"
"367","EMA00081051087830","0"
"368","EMA00081051135720","0"
"369","EMA00081051210870","0"
"370","EMA00081051215700","0"
"371","EMA00081051342450","0"
"372","EMA00081051565340","0"
"373","EMA00081051643610","0"
"374","EMA00081051812790","0"
"375","EMA00081052000360","0"
"376","EMA00081052432490","0"
"377","EMA00081052491940","0"
"378","EMA00081052730250","0"
"379","EMA00081052892620","0"
"380","EMA00081052959920","0"
"381","EMA00081053007170","0"
"382","EMA00081053172710","0"
"383","EMA00081053235200","0"
"384","EMA00081053523800","0"
"385","EMA00081053669310","0"
"386","EMA00081053835540","0"
"387","EMA00081054021560","0"
"388","EMA00081054330120","0"
"389","EMA00081054366760","0"
"390","EMA00081054382100","0"
"391","EMA00081054499630","0"
"392","EMA00081054580370","0"
"393","EMA00081054786780","0"
"394","EMA00081054817450","0"
"395","EMA00081055044040","0"
"396","EMA00081055126250","0"
"397","EMA00081055340580","0"
"398","EMA00081055470050","0"
"399","EMA00081055480160","0"
"400","EMA00081055505070","0"
"401","EMA00081055573850","0"
"402","EMA00081055747320","0"
"403","EMA00081055770040","0"
"404","EMA00081055852340","0"
"405","EMA00081055928310","1"
"406","EMA00081055948050","0"
"407","EMA00081055974840","0"
"408","EMA00081055999900","0"
"409","EMA00081056058410","0"
"410","EMA00081056147550","0"
"411","EMA00081056180380","1"
"412","EMA00081056187590","0"
"413","EMA00081056324400","0"
"414","EMA00081056346290","0"
"415","EMA00081056355010","0"
"416","EMA00081056435440","0"
"417","EMA00081056631740","0"
"418","EMA00081056860650","0"
"419","EMA00081056877690","0"
"420","EMA00081056882930","0"
"421","EMA00081057082200","0"
"422","EMA00081057094040","0"
"423","EMA00081057134550","0"
"424","EMA00081057268250","0"
"425","EMA00081057330260","0"
"426","EMA00081057404940","0"
"427","EMA00081057587160","0"
"428","EMA00081057699330","0"
"429","EMA00081058189130","0"
"430","EMA00081058331170","0"
"431","EMA00081058469740","0"
"432","EMA00081058799410","0"
"433","EMA00081058874820","0"
"434","EMA00081059022200","0"
"435","EMA00081059170400","1"
"436","EMA00081059485300","0"
"437","EMA00081059494260","0"
"438","EMA00081059863380","0"
"439","EMA00081059905350","0"
"440","EMA00081059997430","1"
"441","EMA00081060162140","0"
"442","EMA00081060275030","1"
"443","EMA00081060305430","0"
"444","EMA00081060354600","0"
"445","EMA00081060366980","0"
"446","EMA00081060392250","0"
"447","EMA00081060452180","0"
"448","EMA00081060471220","0"
"449","EMA00081060789300","0"
"450","EMA00081060855680","1"
"451","EMA00081060865940","0"
"452","EMA00081060877130","0"
"453","EMA00081060884050","0"
"454","EMA00081061670090","0"
"455","EMA00081062167510","0"
"456","EMA00081062271760","0"
"457","EMA00081062375160","0"
"458","EMA00081062507760","0"
"459","EMA00081062666850","0"
"460","EMA00081062853550","0"
"461","EMA00081063117900","0"
"462","EMA00081063347100","0"
"463","EMA00081063716430","0"
"464","EMA00081063955690","0"
"465","EMA00081064009270","0"
"466","EMA00081064101410","0"
"467","EMA00081064133660","0"
"468","EMA00081064198080","0"
"469","EMA00081064250510","0"
"470","EMA00081064475110","0"
"471","EMA00081064601800","0"
"472","EMA00081064647810","0"
"473","EMA00081064657200","0"
"474","EMA00081064724620","0"
"475","EMA00081065048780","0"
"476","EMA00081065095490","0"
"477","EMA00081065181860","0"
"478","EMA00081065194320","0"
"479","EMA00081065440200","0"
"480","EMA00081065548620","0"
"481","EMA00081065755700","0"
"482","EMA00081065840990","0"
"483","EMA00081065861810","1"
"484","EMA00081065964930","0"
"485","EMA00081066033460","0"
"486","EMA00081066393540","0"
"487","EMA00081066402090","0"
"488","EMA00081066661640","0"
"489","EMA00081066800010","0"
"490","EMA00081066882790","0"
"491","EMA00081066922330","0"
"492","EMA00081067004740","0"
"493","EMA00081067013930","0"
"494","EMA00081067057450","0"
"495","EMA00081067305550","0"
"496","EMA00081067530390","0"
"497","EMA00081067714970","0"
"498","EMA00081067741250","1"
"499","EMA00081068079300","0"
"500","EMA00081068080440","0"
"501","EMA00081068289860","1"
"502","EMA00081068540070","0"
"503","EMA00081068567750","0"
"504","EMA00081068951340","0"
"505","EMA00081068952310","0"
"506","EMA00081068961300","0"
"507","EMA00081069218650","0"
"508","EMA00081069288130","0"
"509","EMA00081069315860","0"
"510","EMA00081069397850","0"
"511","EMA00081069505010","0"
"512","EMA00081069547130","0"
"513","EMA00081069742650","0"
"514","EMA00081069770410","0"
"515","EMA00081069800800","0"
"516","EMA00081069850280","0"
"517","EMA00081069952780","0"
"518","EMA00081069984360","1"
"519","EMA00081070040950","0"
"520","EMA00081070295550","0"
"521","EMA00081070347760","0"
"522","EMA00081070508040","0"
"523","EMA00081070535020","0"
"524","EMA00081070579810","0"
"525","EMA00081070952230","0"
"526","EMA00081071143320","0"
"527","EMA00081071170350","0"
"528","EMA00081071193650","0"
"529","EMA00081071538670","0"
"530","EMA00081071590910","0"
"531","EMA00081071951710","0"
"532","EMA00081071968520","0"
"533","EMA00081072017850","0"
"534","EMA00081072122730","0"
"535","EMA00081072205530","0"
"536","EMA00081072218010","0"
"537","EMA00081072375060","0"
"538","EMA00081072418930","0"
"539","EMA00081072547980","0"
"540","EMA00081072557670","0"
"541","EMA00081072597850","0"
"542","EMA00081072633280","0"
"543","EMA00081072742430","0"
"544","EMA00081072782470","0"
"545","EMA00081072797320","0"
"546","EMA00081072963370","0"
"547","EMA00081073165100","0"
"548","EMA00081073306310","0"
"549","EMA00081073374310","0"
"550","EMA00081073385810","0"
"551","EMA00081073796460","0"
"552","EMA00081073840610","0"
"553","EMA00081073871990","0"
"554","EMA00081074060780","0"
"555","EMA00081074237460","0"
"556","EMA00081074405790","0"
"557","EMA00081074501190","0"
"558","EMA00081074522000","0"
"559","EMA00081074568190","0"
"560","EMA00081074678920","0"
"561","EMA00081074771880","0"
"562","EMA00081074801000","0"
"563","EMA00081075056260","0"
"564","EMA00081075109590","0"
"565","EMA00081075279270","0"
"566","EMA00081075556310","1"
"567","EMA00081075879300","0"
"568","EMA00081075949770","0"
"569","EMA00081076078170","0"
"570","EMA00081076333970","0"
"571","EMA00081076554580","0"
"572","EMA00081076562500","0"
"573","EMA00081076605840","0"
"574","EMA00081076722920","0"
"575","EMA00081076788670","0"
"576","EMA00081076791250","0"
"577","EMA00081076841210","0"
"578","EMA00081076878500","0"
"579","EMA00081076951380","0"
"580","EMA00081077001250","0"
"581","EMA00081077114670","0"
"582","EMA00081077419130","0"
"583","EMA00081077516120","0"
"584","EMA00081077602210","1"
"585","EMA00081077652420","0"
"586","EMA00081078002170","0"
"587","EMA00081078033140","0"
"588","EMA00081078125390","0"
"589","EMA00081078178180","0"
"590","EMA00081078229580","0"
"591","EMA00081078503300","0"
"592","EMA00081078570340","0"
"593","EMA00081078881950","0"
"594","EMA00081078905670","0"
"595","EMA00081078931570","0"
"596","EMA00081079176470","0"
"597","EMA00081079205100","0"
"598","EMA00081079293650","0"
"599","EMA00081079597660","0"
"600","EMA00081079613510","0"
"601","EMA00081079716730","0"
"602","EMA00081079765570","0"
"603","EMA00081079955820","0"
"604","EMA00081080009730","1"
"605","EMA00081080097170","0"
"606","EMA00081080243260","0"
"607","EMA00081080300210","0"
"608","EMA00081080402170","0"
"609","EMA00081080558920","0"
"610","EMA00081080611910","0"
"611","EMA00081080629790","0"
"612","EMA00081080691630","0"
"613","EMA00081080779660","1"
"614","EMA00081080795470","0"
"615","EMA00081080854680","1"
"616","EMA00081080952050","0"
"617","EMA00081081091510","0"
"618","EMA00081081348510","0"
"619","EMA00081081443290","0"
"620","EMA00081081628270","0"
"621","EMA00081081640890","0"
"622","EMA00081081730910","0"
"623","EMA00081081769400","0"
"624","EMA00081081777730","0"
"625","EMA00081081866710","0"
"626","EMA00081082162210","0"
"627","EMA00081082180680","0"
"628","EMA00081082193140","0"
"629","EMA00081082195480","1"
"630","EMA00081082508560","0"
"631","EMA00081082576530","0"
"632","EMA00081082730240","1"
"633","EMA00081083440710","0"
"634","EMA00081083500440","0"
"635","EMA00081083509750","0"
"636","EMA00081083594530","0"
"637","EMA00081083678760","0"
"638","EMA00081083730950","0"
"639","EMA00081083867520","0"
"640","EMA00081083889820","0"
"641","EMA00081083901360","0"
"642","EMA00081084075050","0"
"643","EMA00081084395440","1"
"644","EMA00081084527730","0"
"645","EMA00081084533270","0"
"646","EMA00081084535200","0"
"647","EMA00081084565260","0"
"648","EMA00081084585380","0"
"649","EMA00081084806700","0"
"650","EMA00081084813100","0"
"651","EMA00081084981040","0"
"652","EMA00081085014870","0"
"653","EMA00081085131300","0"
"654","EMA00081085343790","0"
"655","EMA00081085453100","0"
"656","EMA00081085948360","0"
"657","EMA00081085951820","0"
"658","EMA00081086038990","0"
"659","EMA00081086269880","0"
"660","EMA00081086322970","0"
"661","EMA00081086339420","0"
"662","EMA00081086696500","0"
"663","EMA00081086964940","0"
"664","EMA00081087072820","0"
"665","EMA00081087136410","0"
"666","EMA00081087140790","0"
"667","EMA00081087674770","0"
"668","EMA00081087709420","0"
"669","EMA00081087757600","0"
"670","EMA00081087979080","0"
"671","EMA00081088069240","0"
"672","EMA00081088189890","0"
"673","EMA00081088194910","0"
"674","EMA00081088370680","0"
"675","EMA00081088444680","0"
"676","EMA00081088880730","0"
"677","EMA00081088885210","0"
"678","EMA00081088913650","0"
"679","EMA00081089063470","0"
"680","EMA00081089133090","0"
"681","EMA00081089179620","0"
"682","EMA00081089289340","0"
"683","EMA00081089457390","0"
"684","EMA00081089621470","0"
"685","EMA00081089824920","0"
"686","EMA00081089923730","0"
"687","EMA00081089940280","0"
"688","EMA00081090048360","0"
"689","EMA00081090489820","0"
"690","EMA00081090769880","0"
"691","EMA00081090904130","0"
"692","EMA00081091216020","0"
"693","EMA00081091226540","0"
"694","EMA00081091403220","0"
"695","EMA00081091427270","0"
"696","EMA00081091580860","0"
"697","EMA00081091789530","0"
"698","EMA00081091856810","0"
"699","EMA00081091876220","0"
"700","EMA00081091990830","0"
"701","EMA00081092262790","0"
"702","EMA00081092469390","0"
"703","EMA00081092528490","0"
"704","EMA00081092607270","0"
"705","EMA00081092898960","0"
"706","EMA00081092950030","1"
"707","EMA00081093235260","0"
"708","EMA00081093620970","0"
"709","EMA00081093739780","0"
"710","EMA00081093833070","0"
"711","EMA00081093908770","0"
"712","EMA00081093990260","0"
"713","EMA00081094051000","0"
"714","EMA00081094099120","0"
"715","EMA00081094186540","0"
"716","EMA00081094223730","0"
"717","EMA00081094234470","1"
"718","EMA00081094348020","0"
"719","EMA00081094769140","0"
"720","EMA00081095267870","0"
"721","EMA00081095428540","0"
"722","EMA00081095815930","0"
"723","EMA00081095995760","0"
"724","EMA00081096259940","0"
"725","EMA00081096476910","0"
"726","EMA00081096549600","0"
"727","EMA00081096755980","0"
"728","EMA00081096794310","0"
"729","EMA00081096799650","1"
"730","EMA00081096811630","0"
"731","EMA00081096842650","0"
"732","EMA00081096876870","0"
"733","EMA00081096925580","0"
"734","EMA00081097018880","0"
"735","EMA00081097053240","0"
"736","EMA00081097270670","0"
"737","EMA00081097566250","0"
"738","EMA00081097632180","0"
"739","EMA00081097641300","0"
"740","EMA00081097879530","1"
"741","EMA00081098028800","0"
"742","EMA00081098101790","0"
"743","EMA00081098189870","0"
"744","EMA00081098246800","0"
"745","EMA00081098610930","0"
"746","EMA00081098966690","0"
"747","EMA00081099096720","0"
"748","EMA00081099374840","0"
"749","EMA00081099474690","0"
"750","EMA00081099480650","0"
"751","EMA00081099662740","0"
"752","EMA00081099740580","0"
"753","EMA00081099775730","0"
"754","EMA00081100111540","0"
"755","EMA00081100120810","0"
"756","EMA00081100339800","0"
"757","EMA00081100809380","0"
"758","EMA00081100936140","0"
"759","EMA00081101027070","0"
"760","EMA00081101105430","0"
"761","EMA00081101161110","0"
"762","EMA00081101180360","0"
"763","EMA00081101276950","0"
"764","EMA00081101293710","0"
"765","EMA00081101377470","0"
"766","EMA00081101426570","0"
"767","EMA00081101439300","0"
"768","EMA00081101477230","0"
"769","EMA00081101555280","0"
"770","EMA00081101894970","0"
"771","EMA00081101962040","0"
"772","EMA00081101977280","0"
"773","EMA00081102052350","0"
"774","EMA00081102055390","0"
"775","EMA00081102132010","0"
"776","EMA00081102223130","1"
"777","EMA00081102291800","0"
"778","EMA00081102368090","0"
"779","EMA00081102370050","0"
"780","EMA00081102467880","0"
"781","EMA00081102601670","0"
"782","EMA00081102606670","0"
"783","EMA00081102753300","0"
"784","EMA00081102768150","0"
"785","EMA00081102824490","0"
"786","EMA00081102891850","1"
"787","EMA00081102949850","0"
"788","EMA00081103029000","0"
"789","EMA00081103239580","0"
"790","EMA00081103302560","0"
"791","EMA00081104010000","0"
"792","EMA00081104045000","0"
"793","EMA00081104076250","0"
"794","EMA00081104124830","0"
"795","EMA00081104190230","0"
"796","EMA00081104529020","0"
"797","EMA00081104590450","0"
"798","EMA00081104599520","0"
"799","EMA00081104746770","0"
"800","EMA00081104767690","0"
"801","EMA00081105015450","0"
"802","EMA00081105037710","0"
"803","EMA00081105103480","0"
"804","EMA00081105263140","0"
"805","EMA00081105278980","0"
"806","EMA00081105304460","0"
"807","EMA00081105317200","0"
"808","EMA00081105337440","0"
"809","EMA00081105479840","0"
"810","EMA00081105539440","1"
"811","EMA00081105710490","0"
"812","EMA00081105872640","0"
"813","EMA00081105910640","0"
"814","EMA00081105948750","1"
"815","EMA00081106013230","0"
"816","EMA00081106047420","0"
"817","EMA00081106174130","1"
"818","EMA00081106331570","0"
"819","EMA00081106390000","0"
"820","EMA00081106520950","0"
"821","EMA00081106674130","0"
"822","EMA00081107099030","0"
"823","EMA00081107406720","0"
"824","EMA00081107517670","0"
"825","EMA00081107645290","0"
"826","EMA00081107728660","0"
"827","EMA00081107767310","0"
"828","EMA00081107769520","0"
"829","EMA00081107794590","0"
"830","EMA00081107830260","0"
"831","EMA00081107832360","0"
"832","EMA00081107921330","0"
"833","EMA00081108000600","0"
"834","EMA00081108368530","0"
"835","EMA00081108519370","0"
"836","EMA00081108649470","0"
"837","EMA00081108859760","0"
"838","EMA00081109022400","0"
"839","EMA00081109163280","0"
"840","EMA00081109525860","0"
"841","EMA00081109691750","0"
"842","EMA00081109763900","0"
"843","EMA00081109841380","0"
"844","EMA00081109849480","0"
"845","EMA00081109930440","0"
"846","EMA00081110032530","0"
"847","EMA00081110067560","0"
"848","EMA00081110175010","0"
"849","EMA00081110317990","0"
"850","EMA00081110417570","0"
"851","EMA00081110434960","0"
"852","EMA00081110444220","0"
"853","EMA00081110470860","0"
"854","EMA00081110557010","0"
"855","EMA00081110699890","0"
"856","EMA00081110705610","0"
"857","EMA00081110716120","0"
"858","EMA00081110784710","0"
"859","EMA00081110794850","0"
"860","EMA00081110902650","0"
"861","EMA00081111076340","0"
"862","EMA00081111257880","0"
"863","EMA00081111308990","0"
"864","EMA00081111367790","0"
"865","EMA00081111419420","1"
"866","EMA00081111768060","0"
"867","EMA00081111863330","0"
"868","EMA00081112109970","0"
"869","EMA00081112145210","0"
"870","EMA00081112167830","0"
"871","EMA00081112427080","0"
"872","EMA00081112659040","0"
"873","EMA00081112822790","0"
"874","EMA00081112857440","0"
"875","EMA00081113081850","0"
"876","EMA00081113083940","0"
"877","EMA00081113203140","0"
"878","EMA00081113361240","0"
"879","EMA00081113389360","0"
"880","EMA00081113586140","0"
"881","EMA00081113786940","0"
"882","EMA00081113795170","1"
"883","EMA00081113821580","0"
"884","EMA00081113918820","0"
"885","EMA00081114103660","0"
"886","EMA00081114138660","0"
"887","EMA00081114149240","0"
"888","EMA00081114326740","0"
"889","EMA00081114359730","0"
"890","EMA00081114448840","0"
"891","EMA00081114736230","0"
"892","EMA00081114998000","0"
"893","EMA00081115094820","0"
"894","EMA00081115141080","0"
"895","EMA00081115174680","0"
"896","EMA00081115224610","0"
"897","EMA00081115428400","1"
"898","EMA00081115474140","0"
"899","EMA00081115513590","0"
"900","EMA00081115514950","0"
"901","EMA00081115770700","0"
"902","EMA00081115830670","0"
"903","EMA00081115846540","0"
"904","EMA00081116059090","0"
"905","EMA00081116141860","0"
"906","EMA00081116310250","0"
"907","EMA00081116464740","0"
"908","EMA00081116476910","0"
"909","EMA00081116599890","0"
"910","EMA00081116712320","0"
"911","EMA00081116935560","0"
"912","EMA00081116944080","0"
"913","EMA00081116992610","0"
"914","EMA00081117009780","0"
"915","EMA00081117012160","0"
"916","EMA00081117264040","0"
"917","EMA00081117290470","0"
"918","EMA00081117314120","0"
"919","EMA00081117606590","0"
"920","EMA00081117636700","0"
"921","EMA00081117857110","0"
"922","EMA00081117945580","0"
"923","EMA00081118088650","0"
"924","EMA00081118184930","0"
"925","EMA00081118466090","0"
"926","EMA00081118507920","0"
"927","EMA00081118575450","0"
"928","EMA00081118577840","0"
"929","EMA00081118683580","0"
"930","EMA00081118774540","0"
"931","EMA00081118777270","0"
